interaction_id,viewport,route,state,kind,identity,label,selector_hint,status,result,reason,disabled,touch_target_pass
ui-desktop-dashboard-route-4f24687d75ee,desktop,dashboard,default,route,dashboard,Navigate to dashboard,showView,tested,pass,requested=dashboard active=dashboard,False,True
ui-desktop-dashboard-input-d24190e68ea8,desktop,dashboard,default,input,incoming-search#1,incoming-search,#incoming-search,tested,pass,typed and restored without business mutation,False,True
ui-desktop-dashboard-button-b8d9b1d33fbb,desktop,dashboard,default,button,data-pdc-refresh-route=dashboard#1,Refresh Vehicle Locations,"{""data-pdc-operational-refresh"": """", ""data-pdc-refresh-route"": ""dashboard"", ""data-vehicle-locations-refresh"": """"}",tested,pass,safe display/navigation action activated,False,True
ui-desktop-dashboard-summary-baa653382fd0,desktop,dashboard,default,summary,Show STOPPAGES#1,Show STOPPAGES,{},tested,pass,opened and closed disclosure,False,True
ui-desktop-dashboard-summary-bb63753c2e23,desktop,dashboard,default,summary,"RFT
0#1","RFT
0",{},tested,blocked,control became unavailable before safe exercise,False,True
ui-desktop-dashboard-summary-b2a0413f1d1f,desktop,dashboard,default,summary,"QC
1#1","QC
1",{},tested,blocked,control became unavailable before safe exercise,False,True
ui-desktop-dashboard-summary-14ebcd2cdb0c,desktop,dashboard,default,summary,dom-10#1,,{},tested,pass,opened and closed disclosure,False,True
ui-desktop-dashboard-button-06a3368a9fda,desktop,dashboard,default,button,data-open-stock=13048501#1,SN 13048501,"{""data-open-stock"": ""13048501""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,False
ui-desktop-dashboard-button-0b0bf6603914,desktop,dashboard,default,button,data-open-qc-vehicle=13048501#1,,"{""data-open-qc-vehicle"": ""13048501""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-dashboard-button-9dd685f02f15,desktop,dashboard,default,button,data-open-stock=13048501#2,,"{""data-open-stock"": ""13048501""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-dashboard-button-0a4bd3416883,desktop,dashboard,default,button,data-auth-operation-work=13048501#1,,"{""data-auth-operation-work"": ""13048501""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,False
ui-desktop-dashboard-summary-348db321e9f4,desktop,dashboard,default,summary,"PIT
0#1","PIT
0",{},tested,blocked,control became unavailable before safe exercise,False,True
ui-desktop-dashboard-summary-c9c51febf7dc,desktop,dashboard,default,summary,"PMB
0#1","PMB
0",{},tested,blocked,control became unavailable before safe exercise,False,True
ui-desktop-dashboard-summary-8850bf36e671,desktop,dashboard,default,summary,"YARD HOLD
1#1","YARD HOLD
1",{},tested,blocked,control became unavailable before safe exercise,False,True
ui-desktop-dashboard-summary-6b1449a92256,desktop,dashboard,default,summary,dom-18#1,,{},tested,pass,opened and closed disclosure,False,True
ui-desktop-dashboard-button-3f7d0e37d6bd,desktop,dashboard,default,button,data-open-stock=U158318#1,SN U158318,"{""data-open-stock"": ""U158318""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,False
ui-desktop-dashboard-button-45a16201cadd,desktop,dashboard,default,button,data-yh-transfer-pmb=U158318#1,Transfer Yard Hold vehicle to PMB,"{""data-yh-transfer-pmb"": ""U158318""}",blocked,blocked,"mutation, outbound, privileged, or destructive action forbidden in diagnostic lane",False,True
ui-desktop-dashboard-button-fafe419f6374,desktop,dashboard,default,button,data-open-stock=U158318#2,,"{""data-open-stock"": ""U158318""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-dashboard-button-754ddc7795fb,desktop,dashboard,default,button,data-auth-operation-work=U158318#1,,"{""data-auth-operation-work"": ""U158318""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,False
ui-desktop-dashboard-summary-d3e678ca42ed,desktop,dashboard,default,summary,"IT
0#1","IT
0",{},tested,blocked,control became unavailable before safe exercise,False,True
ui-desktop-dashboard-summary-1d7c4a70b732,desktop,dashboard,default,summary,"OTHER
0#1","OTHER
0",{},tested,blocked,control became unavailable before safe exercise,False,True
ui-desktop-dashboard-keyboard-4f2828acbf16,desktop,dashboard,default,keyboard,tab-focus,Tab focus progression,keyboard:Tab,tested,pass,"{""id"": """", ""label"": ""Show STOPPAGES"", ""tag"": ""SUMMARY""}",False,True
ui-desktop-qc-route-ad5c1bc82fc4,desktop,qc,default,route,qc,Navigate to qc,showView,tested,pass,requested=qc active=qc,False,True
ui-desktop-qc-button-60e4e3d31b22,desktop,qc,default,button,data-view-target=dashboard#1,Vehicle Locations,"{""data-view-target"": ""dashboard""}",tested,pass,safe display/navigation action activated,False,True
ui-desktop-qc-button-e28ea6426ec2,desktop,qc,default,button,data-pdc-refresh-route=qc#1,Refresh,"{""data-pdc-operational-refresh"": """", ""data-pdc-refresh-route"": ""qc""}",tested,blocked,control became unavailable before safe exercise,False,True
ui-desktop-qc-button-4ae579ef5a05,desktop,qc,default,button,data-qc-open-vehicle=13048501#1,"13048501
Work incomplete
Hilux DC
SHIRE OF EAST PILBARA
No key
SP","{""data-qc-open-vehicle"": ""13048501"", ""data-qc-vehicle-key"": ""13048501""}",blocked,blocked,"mutation, outbound, privileged, or destructive action forbidden in diagnostic lane",False,True
ui-desktop-qc-input-bfeb15e8c51a,desktop,qc,default,input,data-qc-line-identity=source:43902229-4b47-4728-bd84-1783381fc176#1,OP5 50A ANDERSON PLUG TO REAR not completed,"{""data-qc-line-identity"": ""source:43902229-4b47-4728-bd84-1783381fc176"", ""data-qc-line-version"": ""0"", ""data-qc-operation-check"": ""13048501""}",blocked,blocked,state-changing or file control (checkbox),False,False
ui-desktop-qc-input-5521391ae0c7,desktop,qc,default,input,data-qc-line-identity=source:c716120f-1f37-4fc0-83cf-bf29cc682c21#1,OP6 Lightforce Beast 230 spotties not completed,"{""data-qc-line-identity"": ""source:c716120f-1f37-4fc0-83cf-bf29cc682c21"", ""data-qc-line-version"": ""0"", ""data-qc-operation-check"": ""13048501""}",blocked,blocked,state-changing or file control (checkbox),False,False
ui-desktop-qc-input-df04e1766090,desktop,qc,default,input,data-qc-line-identity=source:2b5ea5cb-d449-4175-a0c9-0bcbba8e0b58#1,OP10 Rear Wheel Mount Suitable For Modules With 150mm Rear Step ( Each ) not completed,"{""data-qc-line-identity"": ""source:2b5ea5cb-d449-4175-a0c9-0bcbba8e0b58"", ""data-qc-line-version"": ""0"", ""data-qc-operation-check"": ""13048501""}",blocked,blocked,state-changing or file control (checkbox),False,False
ui-desktop-qc-input-5e1633629b43,desktop,qc,default,input,data-qc-line-identity=source:5c8a32a7-7324-42ce-824d-eda355cad636#1,OP11 PMBM2 - Trade Module with 2 Doors & 150mm Rear Step for Spare Wheels not completed,"{""data-qc-line-identity"": ""source:5c8a32a7-7324-42ce-824d-eda355cad636"", ""data-qc-line-version"": ""0"", ""data-qc-operation-check"": ""13048501""}",blocked,blocked,state-changing or file control (checkbox),False,False
ui-desktop-qc-input-611332479b6e,desktop,qc,default,input,data-qc-line-identity=source:dcfa128d-7a97-4fc6-b74b-f4d289cc461b#1,OP1 Pre-Delivery (Commercial) not completed,"{""data-qc-line-identity"": ""source:dcfa128d-7a97-4fc6-b74b-f4d289cc461b"", ""data-qc-line-version"": ""0"", ""data-qc-operation-check"": ""13048501""}",blocked,blocked,state-changing or file control (checkbox),False,False
ui-desktop-qc-input-65711c905418,desktop,qc,default,input,data-qc-line-identity=source:4930ad49-156b-489f-999a-80b4002a66d6#1,OP2 Front Seat Covers - Full Fabric - Black/Charcoal not completed,"{""data-qc-line-identity"": ""source:4930ad49-156b-489f-999a-80b4002a66d6"", ""data-qc-line-version"": ""0"", ""data-qc-operation-check"": ""13048501""}",blocked,blocked,state-changing or file control (checkbox),False,False
ui-desktop-qc-input-b7e2ab7b70e2,desktop,qc,default,input,data-qc-line-identity=source:6ba78924-ebac-41eb-89fb-45a691db028f#1,OP3 Rear Seat Covers - Full Fabric - Black/Charcoal not completed,"{""data-qc-line-identity"": ""source:6ba78924-ebac-41eb-89fb-45a691db028f"", ""data-qc-line-version"": ""0"", ""data-qc-operation-check"": ""13048501""}",blocked,blocked,state-changing or file control (checkbox),False,False
ui-desktop-qc-input-5663c8e08c46,desktop,qc,default,input,data-qc-line-identity=source:9ca2fd34-0cf3-49c7-a083-8d901f1424b8#1,OP4 Tow Bar Tongue Kit (Short) with Small Round Plug (Aug 2016+ Prod) not completed,"{""data-qc-line-identity"": ""source:9ca2fd34-0cf3-49c7-a083-8d901f1424b8"", ""data-qc-line-version"": ""0"", ""data-qc-operation-check"": ""13048501""}",blocked,blocked,state-changing or file control (checkbox),False,False
ui-desktop-qc-input-c305df365d60,desktop,qc,default,input,data-qc-line-identity=source:914cf389-95f7-47ca-9d90-ca0148dc5340#1,OP13 Supply and Fit ARB Summit Bar MK2 Hilus MY265 not completed,"{""data-qc-line-identity"": ""source:914cf389-95f7-47ca-9d90-ca0148dc5340"", ""data-qc-line-version"": ""0"", ""data-qc-operation-check"": ""13048501""}",blocked,blocked,state-changing or file control (checkbox),False,False
ui-desktop-qc-input-37910a78b7b8,desktop,qc,default,input,data-qc-line-identity=source:e59609dc-c320-41d7-8cd1-dc912b55f7f2#1,OP7 Supply and fit long range tank to 48v hilux not completed,"{""data-qc-line-identity"": ""source:e59609dc-c320-41d7-8cd1-dc912b55f7f2"", ""data-qc-line-version"": ""0"", ""data-qc-operation-check"": ""13048501""}",blocked,blocked,state-changing or file control (checkbox),False,False
ui-desktop-qc-input-89d89fbf60b0,desktop,qc,default,input,data-qc-line-identity=source:5cdbbe38-de05-4a90-a424-a582b9e9d1a9#1,OP8 OME 3550Kg Nitro+ GVM Basic Includes Wheel Alignment not completed,"{""data-qc-line-identity"": ""source:5cdbbe38-de05-4a90-a424-a582b9e9d1a9"", ""data-qc-line-version"": ""0"", ""data-qc-operation-check"": ""13048501""}",blocked,blocked,state-changing or file control (checkbox),False,False
ui-desktop-qc-input-632db0a62567,desktop,qc,default,input,data-qc-line-identity=source:3e7eef7f-e3b3-4359-91f8-42e3d0078d14#1,OP14 Darkest Legal Window Tint not completed,"{""data-qc-line-identity"": ""source:3e7eef7f-e3b3-4359-91f8-42e3d0078d14"", ""data-qc-line-version"": ""0"", ""data-qc-operation-check"": ""13048501""}",blocked,blocked,state-changing or file control (checkbox),False,False
ui-desktop-qc-input-35acf20a6394,desktop,qc,default,input,data-qc-line-identity=source:98c7e8c0-f5ea-41f7-90ab-15aee065804f#1,OP12 Hilux Additional Spare7.5x17 Steel Rim 265/65R17 Aftermarket Tyre not completed,"{""data-qc-line-identity"": ""source:98c7e8c0-f5ea-41f7-90ab-15aee065804f"", ""data-qc-line-version"": ""0"", ""data-qc-operation-check"": ""13048501""}",blocked,blocked,state-changing or file control (checkbox),False,False
ui-desktop-qc-input-597a7402b126,desktop,qc,default,input,data-qc-line-identity=source:cca73ee2-8329-41bd-895e-a1536fdbb6c2#1,OP15 TYRE x6 Upgrade to Toyo M55F 265/65R17 not completed,"{""data-qc-line-identity"": ""source:cca73ee2-8329-41bd-895e-a1536fdbb6c2"", ""data-qc-line-version"": ""0"", ""data-qc-operation-check"": ""13048501""}",blocked,blocked,state-changing or file control (checkbox),False,False
ui-desktop-qc-input-3918e5360c03,desktop,qc,default,input,qc-photo-input-13048501#1,qc-photo-input-13048501,#qc-photo-input-13048501,blocked,blocked,state-changing or file control (file),False,False
ui-desktop-qc-button-49ccd15edd16,desktop,qc,default,button,data-qc-reject=13048501#1,Reject / QC Fix Required,"{""data-qc-reject"": ""13048501""}",blocked,blocked,"mutation, outbound, privileged, or destructive action forbidden in diagnostic lane",False,True
ui-desktop-qc-keyboard-99abce92d0c7,desktop,qc,default,keyboard,tab-focus,Tab focus progression,keyboard:Tab,tested,pass,"{""id"": """", ""label"": ""Refresh Vehicle Locations"", ""tag"": ""BUTTON""}",False,True
ui-desktop-workflow-route-c9f73eec3692,desktop,workflow,default,route,workflow,Navigate to workflow,showView,tested,pass,requested=workflow active=workflow,False,True
ui-desktop-workflow-button-7c741478f14e,desktop,workflow,default,button,workflow-collapse-all#1,Collapse all rows,#workflow-collapse-all,tested,pass,safe display/navigation action activated,False,True
ui-desktop-workflow-button-0a6bb386e953,desktop,workflow,default,button,data-pdc-refresh-route=workflow#1,Refresh,"{""data-pdc-operational-refresh"": """", ""data-pdc-refresh-route"": ""workflow""}",tested,pass,safe display/navigation action activated,False,True
ui-desktop-workflow-input-ad6bc09030f3,desktop,workflow,default,input,workflow-search#1,workflow-search,#workflow-search,tested,pass,typed and restored without business mutation,False,True
ui-desktop-workflow-button-26fe8573dc1e,desktop,workflow,default,button,workflow-find#1,Find,#workflow-find,tested,pass,safe display/navigation action activated,False,True
ui-desktop-workflow-button-404053b24c9d,desktop,workflow,default,button,workflow-clear-search#1,Clear,#workflow-clear-search,tested,pass,safe display/navigation action activated,False,True
ui-desktop-workflow-summary-5d8b2c9870db,desktop,workflow,default,summary,"Bus 4x4
0
No current or month-to-date activity
IT
0
PMB wait
0
Bays
0
avg —
Stop
0
Done MTD
0
Open Bus 4x4 Planner#1","Bus 4x4
0
No current or month-to-date activity
IT
0
PMB wait
0
Bays
0
avg —
Stop
0
Done MTD
0
Open Bus 4x4 Planner",{},tested,blocked,control became unavailable before safe exercise,False,True
ui-desktop-workflow-button-62b5b24765e6,desktop,workflow,default,button,data-open-workshop-stage=BUS_4X4#1,Open Bus 4x4 Planner,"{""data-open-workshop-stage"": ""BUS_4X4""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-workflow-summary-e1d101679396,desktop,workflow,default,summary,"Tint
0
1
IT
0
PMB wait
0
Bays
0
avg —
Stop
0
Done MTD
1
Open Tint Planner#1","Tint
0
1
IT
0
PMB wait
0
Bays
0
avg —
Stop
0
Done MTD
1
Open Tint Planner",{},tested,blocked,control became unavailable before safe exercise,False,True
ui-desktop-workflow-button-8f78e59ad433,desktop,workflow,default,button,data-open-workshop-stage=TINT#1,Open Tint Planner,"{""data-open-workshop-stage"": ""TINT""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-workflow-summary-d2c6cd5ddaa2,desktop,workflow,default,summary,"Hoist
0
1
IT
0
PMB wait
0
Bays
0
avg —
Stop
0
Done MTD
1
Open Hoist Planner#1","Hoist
0
1
IT
0
PMB wait
0
Bays
0
avg —
Stop
0
Done MTD
1
Open Hoist Planner",{},tested,blocked,control became unavailable before safe exercise,False,True
ui-desktop-workflow-button-298fccd1061f,desktop,workflow,default,button,data-open-workshop-stage=HOIST#1,Open Hoist Planner,"{""data-open-workshop-stage"": ""HOIST""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-workflow-summary-14dad68a2c73,desktop,workflow,default,summary,"Fitting
0
1
IT
0
PMB wait
0
Bays
0
avg —
Stop
0
Done MTD
1
Open Fitting Planner#1","Fitting
0
1
IT
0
PMB wait
0
Bays
0
avg —
Stop
0
Done MTD
1
Open Fitting Planner",{},tested,blocked,control became unavailable before safe exercise,False,True
ui-desktop-workflow-button-873b80135306,desktop,workflow,default,button,data-open-workshop-stage=FITTING#1,Open Fitting Planner,"{""data-open-workshop-stage"": ""FITTING""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-workflow-summary-2f83c951dfe2,desktop,workflow,default,summary,"Fab
0
1
IT
0
PMB wait
0
Bays
0
avg —
Stop
0
Done MTD
1
Open Fab Planner#1","Fab
0
1
IT
0
PMB wait
0
Bays
0
avg —
Stop
0
Done MTD
1
Open Fab Planner",{},tested,blocked,control became unavailable before safe exercise,False,True
ui-desktop-workflow-button-ad85320c6d43,desktop,workflow,default,button,data-open-workshop-stage=FABRICATION#1,Open Fab Planner,"{""data-open-workshop-stage"": ""FABRICATION""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-workflow-summary-ff9d8a4c2226,desktop,workflow,default,summary,"Elec
0
1
IT
0
PMB wait
0
Bays
0
avg —
Stop
0
Done MTD
1
Open Elec Planner#1","Elec
0
1
IT
0
PMB wait
0
Bays
0
avg —
Stop
0
Done MTD
1
Open Elec Planner",{},tested,blocked,control became unavailable before safe exercise,False,True
ui-desktop-workflow-button-a7df19f25179,desktop,workflow,default,button,data-open-workshop-stage=ELECTRICAL#1,Open Elec Planner,"{""data-open-workshop-stage"": ""ELECTRICAL""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-workflow-summary-86654ef95131,desktop,workflow,default,summary,"Tyre
0
1
IT
0
PMB wait
0
Bays
0
avg —
Stop
0
Done MTD
1
Open Tyre Planner#1","Tyre
0
1
IT
0
PMB wait
0
Bays
0
avg —
Stop
0
Done MTD
1
Open Tyre Planner",{},tested,blocked,control became unavailable before safe exercise,False,True
ui-desktop-workflow-button-0e3269197a67,desktop,workflow,default,button,data-open-workshop-stage=TYRE#1,Open Tyre Planner,"{""data-open-workshop-stage"": ""TYRE""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-workflow-keyboard-8ad39b704953,desktop,workflow,default,keyboard,tab-focus,Tab focus progression,keyboard:Tab,tested,pass,"{""id"": ""workflow-search"", ""label"": """", ""tag"": ""INPUT""}",False,True
ui-desktop-planner-bus-4x4-route-9d1b990b1d53,desktop,planner-bus-4x4,default,route,planner-bus-4x4,Navigate to planner-bus-4x4,showView,tested,pass,requested=planner-bus-4x4 active=workshop,False,True
ui-desktop-planner-bus-4x4-input-b4e45180a695,desktop,planner-bus-4x4,default,input,Workshop planner date#1,Workshop planner date,"{""data-workshop-date"": """"}",blocked,blocked,state-changing or file control (date),False,True
ui-desktop-planner-bus-4x4-button-8dcf77b4bcb3,desktop,planner-bus-4x4,default,button,data-workshop-date-shift=-1#1,‹ Previous,"{""data-workshop-date-shift"": ""-1""}",tested,pass,safe display/navigation action activated,False,True
ui-desktop-planner-bus-4x4-button-e859abb98062,desktop,planner-bus-4x4,default,button,data-workshop-date-shift=1#1,Next ›,"{""data-workshop-date-shift"": ""1""}",tested,pass,safe display/navigation action activated,False,True
ui-desktop-planner-bus-4x4-button-df31597674a8,desktop,planner-bus-4x4,default,button,Today#1,Today,"{""data-workshop-today"": """"}",tested,pass,safe display/navigation action activated,False,True
ui-desktop-planner-bus-4x4-button-e81737be7594,desktop,planner-bus-4x4,default,button,Weekly view#1,Weekly view,"{""data-workshop-weekly-view"": """"}",tested,pass,safe display/navigation action activated,False,True
ui-desktop-planner-bus-4x4-button-912cee2435be,desktop,planner-bus-4x4,default,button,data-pdc-refresh-route=workshop#1,Refresh Vehicle,"{""data-pdc-operational-refresh"": """", ""data-pdc-refresh-route"": ""workshop"", ""data-workshop-refresh-vehicle"": """"}",tested,pass,safe display/navigation action activated,False,True
ui-desktop-planner-bus-4x4-button-5d5589394b1e,desktop,planner-bus-4x4,default,button,+ Admin block#1,+ Admin block,"{""data-workshop-add-admin-block"": """"}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-planner-bus-4x4-button-29ad2acc5faa,desktop,planner-bus-4x4,default,button,data-admin-palette-duration=30#1,Admin · 0.5 h,"{""data-admin-palette-duration"": ""30"", ""data-workshop-admin-palette-tile"": """"}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,True
ui-desktop-planner-bus-4x4-select-bfc5c397addc,desktop,planner-bus-4x4,default,select,Admin block duration unit#1,Admin block duration unit,"{""data-workshop-admin-palette-unit"": """"}",tested,pass,changed selector and restored original value,False,True
ui-desktop-planner-bus-4x4-input-8394fb1477ab,desktop,planner-bus-4x4,default,input,Admin block duration#1,Admin block duration,"{""data-workshop-admin-palette-duration"": """"}",blocked,blocked,state-changing or file control (number),False,False
ui-desktop-planner-bus-4x4-button-53473e2903fc,desktop,planner-bus-4x4,default,button,Draft next-day parts warning#1,Draft next-day parts warning,"{""data-workshop-parts-warning"": """"}",blocked,blocked,"mutation, outbound, privileged, or destructive action forbidden in diagnostic lane",False,True
ui-desktop-planner-bus-4x4-input-45dcec4fb76f,desktop,planner-bus-4x4,default,input,dom-11#1,,"{""data-workshop-search"": """"}",tested,pass,typed and restored without business mutation,False,True
ui-desktop-planner-bus-4x4-button-79654ab8cb08,desktop,planner-bus-4x4,default,button,Clear#1,Clear,"{""data-workshop-search-clear"": """"}",blocked,blocked,disabled in observed state,True,True
ui-desktop-planner-bus-4x4-button-1204585aad3a,desktop,planner-bus-4x4,default,button,data-workshop-best-slot-bay=1#1,Best slot,"{""data-workshop-best-slot-bay"": ""1"", ""data-workshop-best-slot-date"": ""2026-09-05"", ""data-workshop-best-slot-hours"": ""43.5"", ""data-workshop-best-slot-stage"": ""BUS_4X4"", ""data-workshop-best-slot-start"": ""0"", ""data-workshop-best-slot-vehicle"": ""U158318""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,False
ui-desktop-planner-bus-4x4-button-f1369847e0b9,desktop,planner-bus-4x4,default,button,data-workshop-schedule-vehicle=U158318#1,Schedule,"{""data-workshop-schedule-vehicle"": ""U158318""}",blocked,blocked,state-dependent button not safely activatable without business mutation risk,False,False
ui-desktop-planner-bus-4x4-button-e23c73edc1a3,desktop,planner-bus-4x4,default,button,data-workshop-weekly-bay=1#1,Week,"{""data-workshop-weekly-bay"": ""1"", ""data-workshop-weekly-stage"": ""BUS_4X4""}",tested,pass,safe display/navigation action activated,False,False
ui-desktop-planner-bus-4x4-select-9fffdd2c1686,desktop,planner-bus-4x4,default,select,data-workshop-bay-mechanic-number=1#1,"Unassigned
Craig Watson
Josh Howard
Stage2A Test Audit 7685397f
Synthetic Tech Alpha
Synthetic Tech Beta","{""data-workshop-bay-mechanic-number"": ""1"", ""data-workshop-bay-mechanic-stage"": ""BUS_4X4""}",blocked,blocked,Immediate-persistence technician selector: not eligible for diagnostic-lane mutation. Exploratory changes were rolled back; see cleanup-readback.json.,False,False
ui-desktop-planner-bus-4x4-button-ae1ed0e9801f,desktop,planner-bus-4x4,default,button,data-workshop-weekly-bay=2#1,Week,"{""data-workshop-weekly-bay"": ""2"", ""data-workshop-weekly-stage"": ""BUS_4X4""}",tested,pass,safe display/navigation action activated,False,False
ui-desktop-planner-bus-4x4-select-129fe85835fc,desktop,planner-bus-4x4,default,select,data-workshop-bay-mechanic-number=2#1,"Unassigned
Craig Watson
Josh Howard
Stage2A Test Audit 7685397f
Synthetic Tech Alpha
Synthetic Tech Beta","{""data-workshop-bay-mechanic-number"": ""2"", ""data-workshop-bay-mechanic-stage"": ""BUS_4X4""}",blocked,blocked,Immediate-persistence technician selector: not eligible for diagnostic-lane mutation. Exploratory changes were rolled back; see cleanup-readback.json.,False,False
ui-desktop-planner-bus-4x4-button-1f5bc69b7dd3,desktop,planner-bus-4x4,default,button,data-workshop-weekly-bay=3#1,Week,"{""data-workshop-weekly-bay"": ""3"", ""data-workshop-weekly-stage"": ""BUS_4X4""}",tested,pass,safe display/navigation action activated,False,False
ui-desktop-planner-bus-4x4-select-00e2aebdd96c,desktop,planner-bus-4x4,default,select,data-workshop-bay-mechanic-number=3#1,"Unassigned
Craig Watson
Josh Howard
Stage2A Test Audit 7685397f
Synthetic Tech Alpha
Synthetic Tech Beta","{""data-workshop-bay-mechanic-number"": ""3"", ""data-workshop-bay-mechanic-stage"": ""BUS_4X4""}",blocked,blocked,Immediate-persistence technician selector: not eligible for diagnostic-lane mutation. Exploratory changes were rolled back; see cleanup-readback.json.,False,False
ui-desktop-planner-bus-4x4-button-42a9d6ae9b75,desktop,planner-bus-4x4,default,button,data-workshop-weekly-bay=4#1,Week,"{""data-workshop-weekly-bay"": ""4"", ""data-workshop-weekly-stage"": ""BUS_4X4""}",tested,pass,safe display/navigation action activated,False,False
ui-desktop-planner-bus-4x4-select-c8c949f9685c,desktop,planner-bus-4x4,default,select,data-workshop-bay-mechanic-number=4#1,"Unassigned
Craig Watson
Josh Howard
Stage2A Test Audit 7685397f
Synthetic Tech Alpha
Synthetic Tech Beta","{""data-workshop-bay-mechanic-number"": ""4"", ""data-workshop-bay-mechanic-stage"": ""BUS_4X4""}",blocked,blocked,Immediate-persistence technician selector: not eligible for diagnostic-lane mutation. Exploratory changes were rolled back; see cleanup-readback.json.,False,False
ui-desktop-planner-bus-4x4-button-cf61b0e7aba1,desktop,planner-bus-4x4,default,button,data-workshop-weekly-bay=5#1,Week,"{""data-workshop-weekly-bay"": ""5"", ""data-workshop-weekly-stage"": ""BUS_4X4""}",tested,pass,safe display/navigation action activated,False,False
ui-desktop-planner-bus-4x4-select-a814f68c35a6,desktop,planner-bus-4x4,default,select,data-workshop-bay-mechanic-number=5#1,"Unassigned
Craig Watson
Josh Howard
Stage2A Test Audit 7685397f
Synthetic Tech Alpha
Synthetic Tech Beta","{""data-workshop-bay-mechanic-number"": ""5"", ""data-workshop-bay-mechanic-stage"": ""BUS_4X4""}",blocked,blocked,Immediate-persistence technician selector: not eligible for diagnostic-lane mutation. Exploratory changes were rolled back; see cleanup-readback.json.,False,False
ui-desktop-planner-bus-4x4-button-9398fd89135b,desktop,planner-bus-4x4,default,button,data-workshop-weekly-bay=6#1,Week,"{""data-workshop-weekly-bay"": ""6"", ""data-workshop-weekly-stage"": ""BUS_4X4""}",tested,pass,safe display/navigation action activated,False,False
ui-desktop-planner-bus-4x4-select-1712056861ae,desktop,planner-bus-4x4,default,select,data-workshop-bay-mechanic-number=6#1,"Unassigned
Craig Watson
Josh Howard
Stage2A Test Audit 7685397f
Synthetic Tech Alpha
Synthetic Tech Beta","{""data-workshop-bay-mechanic-number"": ""6"", ""data-workshop-bay-mechanic-stage"": ""BUS_4X4""}",blocked,blocked,Immediate-persistence technician selector: not eligible for diagnostic-lane mutation. Exploratory changes were rolled back; see cleanup-readback.json.,False,False
ui-desktop-planner-bus-4x4-button-e2fe52202f67,desktop,planner-bus-4x4,default,button,data-workshop-weekly-bay=7#1,Week,"{""data-workshop-weekly-bay"": ""7"", ""data-workshop-weekly-stage"": ""BUS_4X4""}",tested,pass,safe display/navigation action activated,False,False
ui-desktop-planner-bus-4x4-select-2df88a81930d,desktop,planner-bus-4x4,default,select,data-workshop-bay-mechanic-number=7#1,"Unassigned
Craig Watson
Josh Howard
Stage2A Test Audit 7685397f
Synthetic Tech Alpha
Synthetic Tech Beta","{""data-workshop-bay-mechanic-number"": ""7"", ""data-workshop-bay-mechanic-stage"": ""BUS_4X4""}",blocked,blocked,Immediate-persistence technician selector: not eligible for diagnostic-lane mutation. Exploratory changes were rolled back; see cleanup-readback.json.,False,False
ui-desktop-planner-bus-4x4-button-65f4193d5c68,desktop,planner-bus-4x4,default,button,data-workshop-weekly-bay=8#1,Week,"{""data-workshop-weekly-bay"": ""8"", ""data-workshop-weekly-stage"": ""BUS_4X4""}",tested,pass,safe display/navigation action activated,False,False
ui-desktop-planner-bus-4x4-select-675fe9cfb60f,desktop,planner-bus-4x4,default,select,data-workshop-bay-mechanic-number=8#1,"Unassigned
Craig Watson
Josh Howard
Stage2A Test Audit 7685397f
Synthetic Tech Alpha
Synthetic Tech Beta","{""data-workshop-bay-mechanic-number"": ""8"", ""data-workshop-bay-mechanic-stage"": ""BUS_4X4""}",blocked,blocked,Immediate-persistence technician selector: not eligible for diagnostic-lane mutation. Exploratory changes were rolled back; see cleanup-readback.json.,False,False
ui-desktop-planner-bus-4x4-button-fba5bb9d2afd,desktop,planner-bus-4x4,default,button,data-pdc-refresh-route=workshop#2,Refresh,"{""data-pdc-operational-refresh"": """", ""data-pdc-refresh-route"": ""workshop""}",tested,pass,safe display/navigation action activated,False,True
ui-desktop-planner-bus-4x4-keyboard-b1972988d19b,desktop,planner-bus-4x4,default,keyboard,tab-focus,Tab focus progression,keyboard:Tab,tested,pass,"{""id"": """", ""label"": ""Workshop planner date"", ""tag"": ""INPUT""}",False,True
